source_row,source_kind,work_name,zone_code,zone_name,source_label,activity_name,source_resolution_status,normalization_note,mapping_status,match_level,mapping_note,timing_status,start_day,finish_day,elapsed_span_days,duration_basis,timing_basis,baseline_version,baseline_commit_sha,source_register_commit_sha,matched_activity_count,matched_activity_ids,critical_exposure,critical_exposure_note,network_basis
"126","PHYSICAL_SCOPE","งานระบบพิเศษ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนทางเข้า-ออก หลัก","โซนทางเข้า–ออกหลัก","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","188","347","160","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-A21-CTRL;P01-A21-ELE","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"127","PHYSICAL_SCOPE","งานระบบพิเศษ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนพื้นที่ศึกษาธรรมชาติ (zone D)rop-off","โซน Drop-off","RESOLVED_DISPLAY_NORMALIZATION","ข้อความต้นทางมีการแทรก “โซนพื้นที่ศึกษาธรรมชาติ (zone D)” หน้าคำว่า rop-off; ใช้ “โซน Drop-off” เพื่อจับคู่ Gantt โดยคงข้อความต้นทางไว้ตรวจสอบ สถานะ v0.9.1: แก้คำแสดงผลแล้วและคง Audit Trail","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline ข้อความแสดงผลแก้เป็น “โซน Drop-off” โดยเก็บข้อความ Excel เดิมและเหตุผลไว้ใน Source Register","MAPPED_ELAPSED_SPAN","227","387","161","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_EXISTING_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-A22-CTRL;P01-A22-ELE","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"128","PHYSICAL_SCOPE","งานระบบพิเศษ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","511","827","317","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","10","P01-A23-ELE1;P01-A23-ICT1;P01-A23-EX01;P01-A23-EX02;P01-A23-ELE2;P01-A23-EX03;P01-A23-ICT2;P01-A23-FUNC;P01-A23-ITST;P01-A23-COMM","CONTAINS_ZERO_FLOAT_DETAIL","มีอย่างน้อยหนึ่งกิจกรรมรายละเอียดที่อ้างอิงอยู่บนเส้น Total Float = 0; ไม่ได้หมายความว่า Summary bar ทั้งช่วงเป็น Critical Path","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"129","PHYSICAL_SCOPE","งานระบบพิเศษ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารร้านอาหารและร้านกาแฟ","โซนอาคารร้านอาหารและร้านกาแฟ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","530","755","226","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","10","P01-A24-ELE1;P01-A24-ICT1;P01-A24-EX01;P01-A24-EX02;P01-A24-ELE2;P01-A24-ICT2;P01-A24-FUNC;P01-A24-KTST;P01-A24-EX03;P01-A24-COMM","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"130","PHYSICAL_SCOPE","งานระบบพิเศษ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารประชุม และอเนกประสงค์","โซนอาคารประชุม และอเนกประสงค์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","565","792","228","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","9","P01-A25-ELE1;P01-A25-ICT1;P01-A25-EX01;P01-A25-ELE2;P01-A25-ICT2;P01-A25-FUNC;P01-A25-ITST;P01-A25-EX02;P01-A25-COMM","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"131","PHYSICAL_SCOPE","งานระบบพิเศษ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","อาคารผลิตน้ำประปา","อาคารผลิตน้ำประปา","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","575","785","211","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","11","P01-A26-ELE1;P01-A26-ICT1;P01-A26-EX01;P01-A26-EX02;P01-A26-ELE2;P01-A26-ICT2;P01-A26-CTST;P01-A26-FUNC;P01-A26-WTST;P01-A26-EX03;P01-A26-COMM","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"132","PHYSICAL_SCOPE","งานระบบพิเศษ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนสนามหญ้าอเนกประสงค์","โซนสนามหญ้าอเนกประสงค์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","529","748","220","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-A27-CTRL;P01-A27-ELE","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"134","PHYSICAL_SCOPE","งานระบบพิเศษ","B","โซนพักค้างคืน 1 (zone B)","โซนลานจอดรถ","โซนลานจอดรถ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","510","751","242","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-B33-CTRL;P01-B33-ELE","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"136","PHYSICAL_SCOPE","งานระบบพิเศษ","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่บ้านเต็นท์","โซนพื้นที่บ้านเต็นท์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","650","875","226","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","18","P01-C42A-ELE1;P01-C42A-ICT1;P01-C42B-ELE1;P01-C42B-ICT1;P01-C42A-ELE2;P01-C42A-ICT2;P01-C42C-ELE1;P01-C42C-ICT1;P01-C42A-FUNC;P01-C42A-COMM;P01-C42B-ELE2;P01-C42B-ICT2;P01-C42B-FUNC;P01-C42B-COMM;P01-C42C-ELE2;P01-C42C-ICT2;P01-C42C-FUNC;P01-C42C-COMM","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"138","PHYSICAL_SCOPE","งานระบบพิเศษ","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 1","โซนศึกษาธรรมชาติ 1","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","311","543","233","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-D51-CTRL;P01-D51-ELE","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"139","PHYSICAL_SCOPE","งานระบบพิเศษ","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 3","โซนศึกษาธรรมชาติ 3","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","611","874","264","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-D53-CTRL;P01-D53-ELE","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"141","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายทำรั้วชั่วคราว","ค่าใช้จ่ายทำรั้วชั่วคราว","CLEAN","","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","1","960","960","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P16-HER-001;P03-SITE-005;P10-ENV-003;P01-A21-CTRL;P01-A22-CTRL;P01-D51-CTRL;P01-D52-CTRL;P01-B33-CTRL;P01-A27-CTRL;P01-D53-CTRL;P01-A28-CTRL;P01-B34-CTRL;P01-D54-CTRL;P01-CP05-GATE;P01-CP06-GATE","CONTAINS_ZERO_FLOAT_DETAIL","มีอย่างน้อยหนึ่งกิจกรรมรายละเอียดที่อ้างอิงอยู่บนเส้น Total Float = 0; ไม่ได้หมายความว่า Summary bar ทั้งช่วงเป็น Critical Path","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"142","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายที่เกิดจากการกำหนดให้ใช้นั่งร้านพิเศษเพื่อความปลอดภัยต่อคนงานก่อสร้าง","ค่าใช้จ่ายที่เกิดจากการกำหนดให้ใช้นั่งร้านพิเศษเพื่อความปลอดภัยต่อคนงานก่อสร้าง","CLEAN","","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","481","770","290","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","24","P08-A23-WAH;P01-A23-ROOF;P08-A24-WAH;P01-A24-ROOF;P08-A25-WAH;P01-A25-ROOF;P08-A26-WAH;P01-A26-ROOF;P08-B32-WAH;P01-B32-ROOF;P08-B31-WAH;P01-B31-ROOF;P08-C42A-WAH;P01-C42A-ROOF;P08-C41-WAH;P01-C41-ROOF;P08-C42B-WAH;P01-C42B-ROOF;P08-A29-WAH;P01-A29-ROOF;P08-C42C-WAH;P01-C42C-ROOF;P08-C43-WAH;P01-C43-ROOF","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"143","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","และค่าใช้จ่ายในการทำระบบป้องกันฝุ่นตามข้อบังคับตามกฎหมายและระเบียบที่เกี่ยวข้อง","และค่าใช้จ่ายในการทำระบบป้องกันฝุ่นตามข้อบังคับตามกฎหมายและระเบียบที่เกี่ยวข้อง","CLEAN","","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","20","1060","1041","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","6","P10-ENV-002;P10-ENV-003;P10-ENV-A-MON;P10-ENV-D-MON;P10-ENV-B-MON;P10-ENV-C-MON","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"144","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายสำหรับอุปกรณ์เครื่องจักรกลพิเศษในการก่อสร้าง","ค่าใช้จ่ายสำหรับอุปกรณ์เครื่องจักรกลพิเศษในการก่อสร้าง","CLEAN","","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","1","1170","1170","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","8","P05-PLT-001;P05-PLT-002;P05-PLT-EARTH;P05-PLT-STR;P05-PLT-D;P05-PLT-MEP;P05-PLT-LAND;P05-PLT-DEMOB","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"145","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายกรณีไม่อนุญาตให้คนงานพักในบริเวณที่ก่อสร้าง","ค่าใช้จ่ายกรณีไม่อนุญาตให้คนงานพักในบริเวณที่ก่อสร้าง (ค่าพาหนะไป-กลับ ที่พักและค่าเช่าที่)","CLEAN","รวมข้อความต่อเนื่องจากแถว 146","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","1","1200","1200","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","9","P04-WF-001;P04-WF-002;P04-WF-003;P04-WF-REVIEW;P04-WF-A;P04-WF-D;P04-WF-BC;P04-WF-CO;P04-WF-DEMOB","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"147","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายอากาศยานไร้คนขับ","ค่าใช้จ่ายอากาศยานไร้คนขับ","CLEAN","","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","1","1190","1190","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","9","P14-AI-001;P14-AI-002;P14-AI-003;P14-AI-004;P14-AI-005;P14-AI-006;P14-AI-007;P14-AI-008;P14-AI-009","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"148","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายในการรื้อถอน โยกย้าย ล้อมย้ายสิ่งปลูกสร้าง ต้นไม้ ฯลฯ","ค่าใช้จ่ายในการรื้อถอน โยกย้าย ล้อมย้ายสิ่งปลูกสร้าง ต้นไม้ ฯลฯ","CLEAN","","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","1","1170","1170","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","20","P03-SITE-001;P10-ENV-003;P02-M24;P15-CAR-D;P01-A21-REST;P01-A22-REST;P01-D51-REST;P01-D52-REST;P01-A27-REST;P01-B33-REST;P01-B34-REST;P01-D53-REST;P01-A28-REST;P10-ENV-REST;P01-D55-AFT;P01-D54-REST;P03-SITE-DEMOB;P05-PLT-DEMOB;P09-TRF-REST;P01-CO-004","CONTAINS_ZERO_FLOAT_DETAIL","มีอย่างน้อยหนึ่งกิจกรรมรายละเอียดที่อ้างอิงอยู่บนเส้น Total Float = 0; ไม่ได้หมายความว่า Summary bar ทั้งช่วงเป็น Critical Path","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"149","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายในการก่อสร้างสำนักงานสนาม / หรือค่าเช่าสำนักงานสนามเคลื่อนที่","ค่าใช้จ่ายในการก่อสร้างสำนักงานสนาม / หรือค่าเช่าสำนักงานสนามเคลื่อนที่ พร้อมอุปกรณ์สำนักงาน ( สำหรับผู้ว่าจ้าง )","CLEAN","รวมข้อความต่อเนื่องจากแถว 150","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","20","60","41","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","1","P03-SITE-002","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"151","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายในการจัดหางานอำนวยความสะดวกสำหรับบุคลากร","ค่าใช้จ่ายในการจัดหางานอำนวยความสะดวกสำหรับบุคลากร ของผู้ว่าจ้างตลอดระยะเวลาโครงการ","CLEAN","รวมข้อความต่อเนื่องจากแถว 152","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","20","1180","1161","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P03-SITE-002;P04-WF-REVIEW","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"153","SPECIAL_COST","ค่าใช้จ่ายพิเศษตามข้อกำหนดทุกรายการ","PROJECT","ทั้งโครงการ","ค่าใช้จ่ายในการทำความสะอาดก่อนออกจากไซต์งานก่อสร้างสู่ที่สาธารณะ","ค่าใช้จ่ายในการทำความสะอาดก่อนออกจากไซต์งานก่อสร้างสู่ที่สาธารณะ","CLEAN","","CONTROL_WINDOW","CONTROL_STREAM_MATCH","จับคู่กับกิจกรรมควบคุม/สนับสนุนที่มีอยู่ใน Baseline ช่วงนี้เป็นเพียงช่วงควบคุม/ช่วงที่ค่าใช้จ่ายอาจเกิดขึ้น ไม่ใช่ Cash Flow หรือ Payment Schedule","CONTROL_ALLOWANCE_WINDOW","1","1170","1170","CONTROL_WINDOW_ELAPSED_SPAN_NOT_COST_LOADING","CONTROL_WINDOW_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","24","P09-TRF-001;P09-TRF-002;P09-TRF-003;P09-TRF-A;P09-TRF-D;P09-TRF-B;P09-TRF-C;P01-B32-PRECOM;P01-A24-PRECOM;P01-B31-PRECOM;P01-A26-PRECOM;P01-A25-PRECOM;P01-C42A-PRECOM;P01-C41-PRECOM;P01-A23-PRECOM;P01-C42B-PRECOM;P01-A29-PRECOM;P01-C43-PRECOM;P01-C42C-PRECOM;P09-D55-LIFT-ROUTE;P05-PLT-DEMOB;P09-TRF-REST;P01-CO-D493;P02-M493","CONTAINS_ZERO_FLOAT_DETAIL","มีอย่างน้อยหนึ่งกิจกรรมรายละเอียดที่อ้างอิงอยู่บนเส้น Total Float = 0; ไม่ได้หมายความว่า Summary bar ทั้งช่วงเป็น Critical Path","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
